"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.2619,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.372,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.519,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.5714,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.5039,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.392,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.3298,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.3386,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.3955,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.382,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.2969,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.2785,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.3152,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.3578,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.4409,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.5088,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.5126,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.5415,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.6513,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.7694,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.8471,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.8722,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.8987,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.9562,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.0263,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.1158,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.1439,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.1389,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.1439,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.1669,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.1837,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.1718,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.1629,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.1711,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.1774,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.1118,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.0244,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.9197,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.8065,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.725,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.6992,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.7787,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.8784,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.9031,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.8737,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.7717,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.623,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.4479,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.4127,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.4814,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.6287,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.7413,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.6788,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.1777,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.08499,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.91002,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.54375,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-06",97.75496,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.03143,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.28255,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.49779,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.57236,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.57932,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.70574,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.86646,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.17409,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.62774,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-04",99.98409,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-05",100.2452,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-06",100.3957,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-07",100.2679,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-08",99.99187,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-09",99.79912,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-10",99.59064,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-11",99.34509,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-12",99.10387,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-01",98.77563,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.31638,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-03",97.77994,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-04",97.39476,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-05",96.99762,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-06",96.47919,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1995-10",96.63658,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1995-11",96.36964,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1995-12",96.23544,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1996-01",95.8374,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1996-02",95.3515,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1996-03",95.11147,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1996-04",95.24301,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1996-05",95.4781,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1996-06",95.75884,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1996-07",95.96375,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1996-08",96.20761,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1996-09",96.24946,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1996-10",96.37136,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1996-11",96.36879,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1996-12",96.2029,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1997-01",96.19671,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1997-02",96.42672,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1997-03",96.96144,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1997-04",97.55389,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1997-05",98.03594,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1997-06",98.30656,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1997-07",98.50777,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1997-08",98.79278,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1997-09",99.35703,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1997-10",99.92093,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1997-11",100.1333,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1997-12",100.1302,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1998-01",99.97397,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1998-02",99.57913,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1998-03",99.41039,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1998-04",99.48401,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1998-05",99.57519,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1998-06",99.4929,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1998-07",99.68543,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1998-08",99.81304,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1998-09",99.91024,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1998-10",99.98721,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1998-11",100.0101,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1998-12",99.78507,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1999-01",99.71016,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1999-02",99.64491,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1999-03",99.72105,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1999-04",99.94311,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1999-05",100.3446,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1999-06",100.8046,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1999-07",101.1497,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1999-08",101.5839,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1999-09",101.9181,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1999-10",102.0262,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1999-11",102.0911,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","1999-12",102.2263,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-01",102.3719,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-02",102.3919,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.4313,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.3548,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.2105,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.1126,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.0373,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-08",101.9985,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-09",101.8128,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-10",101.6422,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-11",101.2502,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-12",100.676,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-01",100.0456,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-02",99.52688,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-03",99.14708,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-04",98.84677,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-05",98.78241,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-06",98.81367,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-07",98.60652,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-08",98.33749,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-09",98.12655,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-10",98.3449,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-11",98.89686,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-12",99.65955,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-01",100.5891,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.461,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-03",101.9087,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-04",101.8286,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-05",101.6681,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-06",101.6543,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-07",101.6833,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-08",101.4501,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-09",101.1164,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-10",100.8085,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-11",100.6021,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-12",100.2503,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-01",99.85368,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-02",99.51608,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-03",99.16016,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-04",99.09735,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-05",99.3773,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-06",99.92812,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-07",100.47,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-08",100.8547,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-09",100.9494,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-10",100.6008,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-11",100.1979,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-12",100.1305,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-01",100.4181,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-02",100.6223,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-03",100.4106,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-04",100.2044,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-05",100.1126,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-06",100.2545,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-07",100.5027,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-08",100.7286,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.7863,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-10",100.7514,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.7858,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-12",100.9016,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-01",100.8494,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-02",100.6989,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.4658,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.1074,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-05",99.98763,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.0742,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.2523,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.4311,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-09",100.5206,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-10",100.718,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-11",101.0299,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-12",101.3858,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-01",101.6736,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-02",101.6554,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-03",101.5695,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-04",101.4911,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-05",101.4949,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-06",101.3472,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-07",101.2369,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-08",101.3042,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-09",101.441,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-10",101.5336,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-11",101.4417,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-12",101.3706,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-01",101.3437,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-02",101.5444,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-03",101.6852,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-04",101.9292,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-05",101.8206,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-06",101.6276,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-07",101.4058,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-08",101.1526,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-09",100.9904,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-10",100.9163,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-11",100.6548,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-12",100.2739,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-01",99.74973,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-02",99.30859,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-03",99.09973,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-04",98.66866,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-05",97.97887,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-06",97.14619,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-07",96.62529,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-08",96.64883,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-09",96.81931,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-10",96.89845,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-11",97.13988,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-12",97.47463,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-01",97.88894,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-02",98.16702,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-03",98.21214,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-04",98.42675,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-05",99.24142,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-06",100.0874,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-07",100.9045,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-08",101.6823,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-09",102.2236,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-10",102.5281,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-11",102.5605,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-12",102.3724,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-01",102.2237,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-02",102.3848,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-03",102.5486,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-04",102.6383,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-05",102.604,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-06",102.6433,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-07",102.6545,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-08",102.701,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-09",102.7286,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-10",102.5966,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-11",102.515,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-12",102.4793,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-01",102.4686,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-02",102.2873,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-03",101.9247,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-04",101.5812,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-05",101.2954,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-06",100.9005,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-07",100.194,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.25515,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.60968,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.38776,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.42763,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.7298,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-01",99.22357,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-02",99.65845,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-03",100.1556,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-04",100.4243,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-05",100.4266,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-06",100.3019,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-07",100.2095,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.95052,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.56348,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.27335,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.18202,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.20996,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.61337,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.94978,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.2617,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.3534,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.2912,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.3514,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.5784,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.609,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.5678,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.7655,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-11",101.1207,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-12",101.2334,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.1137,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.8752,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.739,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.7299,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.8516,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.9409,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.8555,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.5395,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.1866,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.78159,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.56957,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.64788,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.71364,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.72097,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.81519,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.86098,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.96755,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.017,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.98352,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.76797,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.30863,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-10",98.91292,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-11",98.7877,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.00917,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.2223,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.38708,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.56539,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.5627,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.52392,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.51031,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.49954,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.63155,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.9871,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.3008,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.4575,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.4103,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.3726,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.4011,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.5101,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.6052,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.6444,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.4663,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.2926,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.1703,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.1847,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.388,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.591,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.6249,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.6022,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.3801,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.2024,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.0311,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-05",99.87918,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-06",99.67194,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-07",99.70884,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-08",99.94154,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-09",99.97581,
