Order Date,Category,Sub-Category,Sales,Quantity
2014-01-15,Technology,Phones,0.0,0.0
2014-01-15,Office Supplies,Paper,0.0,0.0
2014-01-15,Office Supplies,Binders,0.0,0.0
2014-01-15,Furniture,Furnishings,0.0,0.0
2014-01-16,Office Supplies,Labels,30.072000000000003,3.0
2014-01-16,Office Supplies,Binders,18.588000000000005,2.0
2014-01-16,Office Supplies,Fasteners,0.0,0.0
2014-01-16,Furniture,Chairs,0.0,0.0
2014-01-16,Office Supplies,Storage,0.0,0.0
2014-01-16,Furniture,Furnishings,127.10400000000001,6.0
2014-01-16,Office Supplies,Art,0.0,0.0
2014-01-16,Technology,Accessories,0.0,0.0
2014-01-16,Furniture,Bookcases,0.0,0.0
2014-01-16,Technology,Phones,124.19999999999999,3.0
2014-01-16,Office Supplies,Envelopes,0.0,0.0
2014-01-16,Office Supplies,Paper,0.0,0.0
2014-01-17,Office Supplies,Storage,0.0,0.0
2014-01-17,Office Supplies,Labels,0.0,0.0
2014-01-17,Office Supplies,Fasteners,0.0,0.0
2014-01-17,Technology,Phones,0.0,0.0
2014-01-17,Office Supplies,Binders,0.0,0.0
2014-01-17,Office Supplies,Art,0.0,0.0
2014-01-17,Furniture,Chairs,0.0,0.0
2014-01-17,Office Supplies,Paper,0.0,0.0
2014-01-17,Office Supplies,Envelopes,0.0,0.0
2014-01-17,Technology,Accessories,0.0,0.0
2014-01-17,Furniture,Furnishings,0.0,0.0
2014-01-17,Furniture,Bookcases,0.0,0.0
2014-01-18,Office Supplies,Paper,0.0,0.0
2014-01-18,Office Supplies,Fasteners,0.0,0.0
2014-01-18,Furniture,Chairs,0.0,0.0
2014-01-18,Office Supplies,Storage,0.0,0.0
2014-01-18,Technology,Phones,0.0,0.0
2014-01-18,Office Supplies,Envelopes,0.0,0.0
2014-01-18,Furniture,Bookcases,0.0,0.0
2014-01-18,Office Supplies,Appliances,64.864,4.0
2014-01-18,Office Supplies,Binders,0.0,0.0
2014-01-18,Technology,Accessories,0.0,0.0
2014-01-18,Office Supplies,Labels,0.0,0.0
2014-01-18,Office Supplies,Art,0.0,0.0
2014-01-18,Furniture,Furnishings,0.0,0.0
2014-01-19,Office Supplies,Binders,32.34,10.0
2014-01-19,Office Supplies,Paper,56.064,4.0
2014-01-19,Office Supplies,Storage,0.0,0.0
2014-01-19,Furniture,Furnishings,0.0,0.0
2014-01-19,Office Supplies,Art,0.0,0.0
2014-01-19,Office Supplies,Fasteners,0.0,0.0
2014-01-19,Technology,Phones,0.0,0.0
2014-01-19,Furniture,Chairs,0.0,0.0
2014-01-19,Office Supplies,Appliances,0.0,0.0
2014-01-19,Technology,Accessories,0.0,0.0
2014-01-19,Office Supplies,Labels,0.0,0.0
2014-01-19,Furniture,Bookcases,181.47000000000003,5.0
2014-01-19,Office Supplies,Envelopes,108.72,5.0
2014-01-20,Furniture,Bookcases,0.0,0.0
2014-01-20,Technology,Phones,699.93,7.0
2014-01-20,Office Supplies,Storage,80.56,3.0
2014-01-20,Office Supplies,Appliances,247.716,4.0
2014-01-20,Office Supplies,Envelopes,23.34,3.0
2014-01-20,Office Supplies,Labels,0.0,0.0
2014-01-20,Furniture,Furnishings,345.57,12.0
2014-01-20,Office Supplies,Art,73.50999999999999,13.0
2014-01-20,Furniture,Chairs,1067.94,3.0
2014-01-20,Office Supplies,Paper,19.36,2.0
2014-01-20,Office Supplies,Fasteners,0.0,0.0
2014-01-20,Office Supplies,Binders,115.944,11.0
2014-01-20,Technology,Accessories,0.0,0.0
2014-01-21,Office Supplies,Labels,0.0,0.0
2014-01-21,Furniture,Chairs,0.0,0.0
2014-01-21,Office Supplies,Appliances,0.0,0.0
2014-01-21,Office Supplies,Fasteners,0.0,0.0
2014-01-21,Technology,Phones,0.0,0.0
2014-01-21,Office Supplies,Art,0.0,0.0
2014-01-21,Furniture,Bookcases,0.0,0.0
2014-01-21,Technology,Accessories,0.0,0.0
2014-01-21,Office Supplies,Paper,0.0,0.0
2014-01-21,Office Supplies,Storage,0.0,0.0
2014-01-21,Office Supplies,Envelopes,0.0,0.0
2014-01-21,Furniture,Furnishings,25.248,3.0
2014-01-21,Office Supplies,Binders,0.0,0.0
2014-01-22,Technology,Accessories,0.0,0.0
2014-01-22,Office Supplies,Paper,0.0,0.0
2014-01-22,Office Supplies,Envelopes,0.0,0.0
2014-01-22,Office Supplies,Art,0.0,0.0
2014-01-22,Office Supplies,Labels,0.0,0.0
2014-01-22,Furniture,Chairs,0.0,0.0
2014-01-22,Furniture,Furnishings,0.0,0.0
2014-01-22,Office Supplies,Fasteners,0.0,0.0
2014-01-22,Furniture,Bookcases,0.0,0.0
2014-01-22,Office Supplies,Binders,0.0,0.0
2014-01-22,Office Supplies,Appliances,0.0,0.0
2014-01-22,Technology,Phones,0.0,0.0
2014-01-22,Office Supplies,Storage,0.0,0.0
2014-01-23,Office Supplies,Envelopes,0.0,0.0
2014-01-23,Furniture,Chairs,0.0,0.0
2014-01-23,Office Supplies,Appliances,0.0,0.0
2014-01-23,Office Supplies,Storage,0.0,0.0
2014-01-23,Office Supplies,Paper,40.08,6.0
2014-01-23,Technology,Accessories,0.0,0.0
2014-01-23,Furniture,Bookcases,0.0,0.0
2014-01-23,Office Supplies,Art,0.0,0.0
2014-01-23,Furniture,Furnishings,0.0,0.0
2014-01-23,Office Supplies,Binders,0.0,0.0
2014-01-23,Technology,Phones,0.0,0.0
2014-01-23,Office Supplies,Fasteners,5.9399999999999995,3.0
2014-01-23,Office Supplies,Labels,0.0,0.0
2014-01-24,Office Supplies,Paper,0.0,0.0
2014-01-24,Office Supplies,Art,0.0,0.0
2014-01-24,Furniture,Furnishings,0.0,0.0
2014-01-24,Office Supplies,Appliances,0.0,0.0
2014-01-24,Furniture,Chairs,0.0,0.0
2014-01-24,Furniture,Bookcases,0.0,0.0
2014-01-24,Office Supplies,Storage,0.0,0.0
2014-01-24,Technology,Accessories,0.0,0.0
2014-01-24,Office Supplies,Envelopes,0.0,0.0
2014-01-24,Office Supplies,Binders,0.0,0.0
2014-01-24,Technology,Phones,0.0,0.0
2014-01-24,Office Supplies,Fasteners,0.0,0.0
2014-01-24,Office Supplies,Labels,0.0,0.0
2014-01-25,Technology,Phones,0.0,0.0
2014-01-25,Office Supplies,Paper,0.0,0.0
2014-01-25,Furniture,Furnishings,0.0,0.0
2014-01-25,Office Supplies,Labels,0.0,0.0
2014-01-25,Office Supplies,Appliances,0.0,0.0
2014-01-25,Furniture,Chairs,0.0,0.0
2014-01-25,Office Supplies,Fasteners,0.0,0.0
2014-01-25,Office Supplies,Art,0.0,0.0
2014-01-25,Office Supplies,Binders,0.0,0.0
2014-01-25,Office Supplies,Envelopes,0.0,0.0
2014-01-25,Technology,Accessories,0.0,0.0
2014-01-25,Office Supplies,Storage,0.0,0.0
2014-01-25,Furniture,Bookcases,0.0,0.0
2014-01-26,Office Supplies,Fasteners,0.0,0.0
2014-01-26,Office Supplies,Binders,10.68,2.0
2014-01-26,Office Supplies,Envelopes,0.0,0.0
2014-01-26,Office Supplies,Storage,489.92,8.0
2014-01-26,Furniture,Furnishings,75.24000000000001,6.0
2014-01-26,Furniture,Bookcases,141.96,2.0
2014-01-26,Technology,Accessories,0.0,0.0
2014-01-26,Furniture,Chairs,0.0,0.0
2014-01-26,Office Supplies,Appliances,0.0,0.0
2014-01-26,Office Supplies,Art,0.0,0.0
2014-01-26,Office Supplies,Labels,0.0,0.0
2014-01-26,Technology,Phones,343.33,15.0
2014-01-26,Office Supplies,Paper,36.120000000000005,5.0
2014-01-27,Furniture,Bookcases,0.0,0.0
2014-01-27,Office Supplies,Fasteners,0.0,0.0
2014-01-27,Office Supplies,Art,36.44,4.0
2014-01-27,Office Supplies,Binders,0.0,0.0
2014-01-27,Technology,Accessories,0.0,0.0
2014-01-27,Office Supplies,Labels,0.0,0.0
2014-01-27,Office Supplies,Envelopes,0.0,0.0
2014-01-27,Office Supplies,Storage,57.23,1.0
2014-01-27,Office Supplies,Paper,0.0,0.0
2014-01-27,Furniture,Furnishings,0.0,0.0
2014-01-27,Technology,Phones,0.0,0.0
2014-01-27,Furniture,Chairs,0.0,0.0
2014-01-27,Furniture,Tables,333.0,3.0
2014-01-27,Office Supplies,Appliances,0.0,0.0
2014-01-28,Technology,Accessories,0.0,0.0
2014-01-28,Furniture,Chairs,0.0,0.0
2014-01-28,Furniture,Tables,0.0,0.0
2014-01-28,Furniture,Bookcases,0.0,0.0
2014-01-28,Technology,Phones,0.0,0.0
2014-01-28,Office Supplies,Appliances,0.0,0.0
2014-01-28,Office Supplies,Labels,0.0,0.0
2014-01-28,Office Supplies,Fasteners,0.0,0.0
2014-01-28,Office Supplies,Paper,0.0,0.0
2014-01-28,Office Supplies,Binders,3.9280000000000004,1.0
2014-01-28,Office Supplies,Envelopes,0.0,0.0
2014-01-28,Office Supplies,Art,0.0,0.0
2014-01-28,Office Supplies,Storage,0.0,0.0
2014-01-28,Furniture,Furnishings,0.0,0.0
2014-01-29,Furniture,Bookcases,0.0,0.0
2014-01-29,Office Supplies,Fasteners,0.0,0.0
2014-01-29,Office Supplies,Appliances,0.0,0.0
2014-01-29,Office Supplies,Binders,0.0,0.0
2014-01-29,Office Supplies,Envelopes,0.0,0.0
2014-01-29,Office Supplies,Storage,0.0,0.0
2014-01-29,Furniture,Furnishings,0.0,0.0
2014-01-29,Office Supplies,Labels,0.0,0.0
2014-01-29,Technology,Accessories,0.0,0.0
2014-01-29,Furniture,Tables,0.0,0.0
2014-01-29,Technology,Phones,0.0,0.0
2014-01-29,Office Supplies,Art,0.0,0.0
2014-01-29,Office Supplies,Paper,0.0,0.0
2014-01-29,Furniture,Chairs,0.0,0.0
2014-01-30,Office Supplies,Art,0.0,0.0
2014-01-30,Furniture,Chairs,0.0,0.0
2014-01-30,Office Supplies,Fasteners,0.0,0.0
2014-01-30,Office Supplies,Paper,10.56,2.0
2014-01-30,Office Supplies,Envelopes,0.0,0.0
2014-01-30,Technology,Phones,0.0,0.0
2014-01-30,Furniture,Tables,0.0,0.0
2014-01-30,Office Supplies,Storage,229.94,2.0
2014-01-30,Office Supplies,Labels,0.0,0.0
2014-01-30,Office Supplies,Binders,0.0,0.0
2014-01-30,Office Supplies,Appliances,0.0,0.0
2014-01-30,Furniture,Furnishings,0.0,0.0
2014-01-30,Furniture,Bookcases,0.0,0.0
2014-01-30,Technology,Accessories,0.0,0.0
2014-01-31,Technology,Accessories,0.0,0.0
2014-01-31,Office Supplies,Paper,0.0,0.0
2014-01-31,Office Supplies,Art,0.0,0.0
2014-01-31,Furniture,Chairs,0.0,0.0
2014-01-31,Office Supplies,Labels,0.0,0.0
2014-01-31,Technology,Phones,0.0,0.0
2014-01-31,Furniture,Furnishings,0.0,0.0
2014-01-31,Office Supplies,Storage,0.0,0.0
2014-01-31,Furniture,Bookcases,290.666,2.0
2014-01-31,Office Supplies,Envelopes,0.0,0.0
2014-01-31,Office Supplies,Fasteners,0.0,0.0
2014-01-31,Office Supplies,Binders,0.0,0.0
2014-01-31,Furniture,Tables,0.0,0.0
2014-01-31,Office Supplies,Appliances,0.0,0.0
2014-02-01,Technology,Accessories,468.90000000000003,6.0
2014-02-01,Furniture,Furnishings,0.0,0.0
2014-02-01,Office Supplies,Art,0.0,0.0
2014-02-01,Office Supplies,Paper,0.0,0.0
2014-02-01,Office Supplies,Fasteners,0.0,0.0
2014-02-01,Furniture,Tables,0.0,0.0
2014-02-01,Furniture,Chairs,0.0,0.0
2014-02-01,Furniture,Bookcases,0.0,0.0
2014-02-01,Office Supplies,Labels,0.0,0.0
2014-02-01,Office Supplies,Envelopes,0.0,0.0
2014-02-01,Office Supplies,Binders,0.0,0.0
2014-02-01,Office Supplies,Appliances,0.0,0.0
2014-02-01,Office Supplies,Storage,0.0,0.0
2014-02-01,Technology,Phones,0.0,0.0
2014-02-02,Office Supplies,Appliances,0.0,0.0
2014-02-02,Office Supplies,Labels,0.0,0.0
2014-02-02,Office Supplies,Envelopes,0.0,0.0
2014-02-02,Technology,Phones,180.96,5.0
2014-02-02,Office Supplies,Paper,0.0,0.0
2014-02-02,Office Supplies,Storage,0.0,0.0
2014-02-02,Office Supplies,Art,0.0,0.0
2014-02-02,Furniture,Furnishings,0.0,0.0
2014-02-02,Furniture,Bookcases,0.0,0.0
2014-02-02,Office Supplies,Binders,18.336000000000002,2.0
2014-02-02,Office Supplies,Fasteners,12.350000000000001,5.0
2014-02-02,Technology,Accessories,0.0,0.0
2014-02-02,Furniture,Chairs,0.0,0.0
2014-02-02,Furniture,Tables,0.0,0.0
2014-02-03,Furniture,Chairs,0.0,0.0
2014-02-03,Office Supplies,Art,0.0,0.0
2014-02-03,Office Supplies,Paper,0.0,0.0
2014-02-03,Office Supplies,Fasteners,0.0,0.0
2014-02-03,Furniture,Bookcases,0.0,0.0
2014-02-03,Office Supplies,Labels,0.0,0.0
2014-02-03,Office Supplies,Appliances,0.0,0.0
2014-02-03,Furniture,Furnishings,0.0,0.0
2014-02-03,Technology,Accessories,0.0,0.0
2014-02-03,Office Supplies,Storage,0.0,0.0
2014-02-03,Office Supplies,Binders,97.11200000000001,5.0
2014-02-03,Technology,Phones,0.0,0.0
2014-02-03,Furniture,Tables,0.0,0.0
2014-02-03,Office Supplies,Envelopes,0.0,0.0
2014-02-04,Furniture,Furnishings,0.0,0.0
2014-02-04,Furniture,Tables,0.0,0.0
2014-02-04,Office Supplies,Appliances,0.0,0.0
2014-02-04,Furniture,Chairs,0.0,0.0
2014-02-04,Furniture,Bookcases,0.0,0.0
2014-02-04,Office Supplies,Envelopes,0.0,0.0
2014-02-04,Technology,Accessories,0.0,0.0
2014-02-04,Office Supplies,Storage,0.0,0.0
2014-02-04,Office Supplies,Labels,0.0,0.0
2014-02-04,Office Supplies,Paper,34.24,4.0
2014-02-04,Office Supplies,Fasteners,0.0,0.0
2014-02-04,Office Supplies,Art,0.0,0.0
2014-02-04,Technology,Phones,0.0,0.0
2014-02-04,Office Supplies,Binders,100.144,5.0
2014-02-05,Office Supplies,Appliances,0.0,0.0
2014-02-05,Furniture,Chairs,0.0,0.0
2014-02-05,Furniture,Bookcases,0.0,0.0
2014-02-05,Furniture,Tables,0.0,0.0
2014-02-05,Office Supplies,Labels,0.0,0.0
2014-02-05,Office Supplies,Envelopes,0.0,0.0
2014-02-05,Office Supplies,Fasteners,0.0,0.0
2014-02-05,Furniture,Furnishings,0.0,0.0
2014-02-05,Office Supplies,Binders,0.0,0.0
2014-02-05,Technology,Phones,0.0,0.0
2014-02-05,Office Supplies,Storage,0.0,0.0
2014-02-05,Office Supplies,Paper,0.0,0.0
2014-02-05,Technology,Accessories,0.0,0.0
2014-02-05,Office Supplies,Art,0.0,0.0
2014-02-06,Office Supplies,Envelopes,0.0,0.0
2014-02-06,Office Supplies,Fasteners,0.0,0.0
2014-02-06,Technology,Phones,306.56,6.0
2014-02-06,Furniture,Bookcases,0.0,0.0
2014-02-06,Furniture,Chairs,0.0,0.0
2014-02-06,Office Supplies,Binders,8.951999999999998,2.0
2014-02-06,Office Supplies,Appliances,0.0,0.0
2014-02-06,Office Supplies,Storage,0.0,0.0
2014-02-06,Office Supplies,Art,0.0,0.0
2014-02-06,Office Supplies,Paper,0.0,0.0
2014-02-06,Office Supplies,Labels,15.0,4.0
2014-02-06,Furniture,Furnishings,0.0,0.0
2014-02-06,Technology,Accessories,0.0,0.0
2014-02-06,Furniture,Tables,0.0,0.0
2014-02-07,Office Supplies,Storage,64.96,4.0
2014-02-07,Technology,Phones,0.0,0.0
2014-02-07,Furniture,Chairs,0.0,0.0
2014-02-07,Furniture,Furnishings,0.0,0.0
2014-02-07,Office Supplies,Envelopes,0.0,0.0
2014-02-07,Office Supplies,Labels,0.0,0.0
2014-02-07,Office Supplies,Binders,0.0,0.0
2014-02-07,Office Supplies,Fasteners,0.0,0.0
2014-02-07,Furniture,Tables,0.0,0.0
2014-02-07,Technology,Accessories,115.36,7.0
2014-02-07,Office Supplies,Art,0.0,0.0
2014-02-07,Furniture,Bookcases,0.0,0.0
2014-02-07,Office Supplies,Paper,0.0,0.0
2014-02-07,Office Supplies,Appliances,0.0,0.0
2014-02-08,Office Supplies,Binders,0.0,0.0
2014-02-08,Technology,Accessories,0.0,0.0
2014-02-08,Furniture,Chairs,0.0,0.0
2014-02-08,Furniture,Bookcases,0.0,0.0
2014-02-08,Furniture,Furnishings,14.56,2.0
2014-02-08,Technology,Phones,0.0,0.0
2014-02-08,Furniture,Tables,0.0,0.0
2014-02-08,Office Supplies,Envelopes,0.0,0.0
2014-02-08,Office Supplies,Appliances,0.0,0.0
2014-02-08,Office Supplies,Paper,0.0,0.0
2014-02-08,Office Supplies,Art,0.0,0.0
2014-02-08,Office Supplies,Fasteners,0.0,0.0
2014-02-08,Office Supplies,Storage,0.0,0.0
2014-02-08,Office Supplies,Labels,0.0,0.0
2014-02-09,Office Supplies,Art,0.0,0.0
2014-02-09,Technology,Accessories,0.0,0.0
2014-02-09,Office Supplies,Storage,0.0,0.0
2014-02-09,Office Supplies,Paper,0.0,0.0
2014-02-09,Furniture,Bookcases,0.0,0.0
2014-02-09,Furniture,Chairs,0.0,0.0
2014-02-09,Office Supplies,Binders,0.0,0.0
2014-02-09,Office Supplies,Appliances,0.0,0.0
2014-02-09,Office Supplies,Envelopes,0.0,0.0
2014-02-09,Furniture,Furnishings,0.0,0.0
2014-02-09,Office Supplies,Labels,0.0,0.0
2014-02-09,Office Supplies,Fasteners,0.0,0.0
2014-02-09,Technology,Phones,0.0,0.0
2014-02-09,Furniture,Tables,0.0,0.0
2014-02-10,Office Supplies,Binders,0.0,0.0
2014-02-10,Furniture,Bookcases,0.0,0.0
2014-02-10,Technology,Phones,0.0,0.0
2014-02-10,Furniture,Furnishings,0.0,0.0
2014-02-10,Office Supplies,Paper,0.0,0.0
2014-02-10,Office Supplies,Art,0.0,0.0
2014-02-10,Office Supplies,Labels,0.0,0.0
2014-02-10,Office Supplies,Storage,0.0,0.0
2014-02-10,Office Supplies,Appliances,0.0,0.0
2014-02-10,Furniture,Tables,0.0,0.0
2014-02-10,Office Supplies,Fasteners,0.0,0.0
2014-02-10,Office Supplies,Envelopes,0.0,0.0
2014-02-10,Furniture,Chairs,0.0,0.0
2014-02-10,Technology,Accessories,0.0,0.0
2014-02-11,Office Supplies,Binders,79.0,7.0
2014-02-11,Technology,Phones,0.0,0.0
2014-02-11,Office Supplies,Art,0.0,0.0
2014-02-11,Technology,Accessories,234.45000000000002,3.0
2014-02-11,Office Supplies,Paper,0.0,0.0
2014-02-11,Furniture,Tables,1256.22,6.0
2014-02-11,Furniture,Chairs,60.89,1.0
2014-02-11,Office Supplies,Storage,64.96,2.0
2014-02-11,Office Supplies,Labels,14.940000000000001,3.0
2014-02-11,Furniture,Bookcases,0.0,0.0
2014-02-11,Office Supplies,Appliances,0.0,0.0
2014-02-11,Office Supplies,Fasteners,0.0,0.0
2014-02-11,Office Supplies,Envelopes,0.0,0.0
2014-02-11,Furniture,Furnishings,332.94,3.0
2014-02-12,Furniture,Furnishings,0.0,0.0
2014-02-12,Office Supplies,Art,0.0,0.0
2014-02-12,Office Supplies,Fasteners,0.0,0.0
2014-02-12,Furniture,Tables,0.0,0.0
2014-02-12,Technology,Phones,0.0,0.0
2014-02-12,Office Supplies,Labels,0.0,0.0
2014-02-12,Office Supplies,Binders,0.0,0.0
2014-02-12,Office Supplies,Paper,0.0,0.0
2014-02-12,Technology,Accessories,0.0,0.0
2014-02-12,Office Supplies,Storage,0.0,0.0
2014-02-12,Office Supplies,Appliances,0.0,0.0
2014-02-12,Furniture,Chairs,129.568,2.0
2014-02-12,Furniture,Bookcases,0.0,0.0
2014-02-12,Office Supplies,Envelopes,0.0,0.0
2014-02-13,Furniture,Tables,0.0,0.0
2014-02-13,Technology,Phones,0.0,0.0
2014-02-13,Office Supplies,Binders,0.0,0.0
2014-02-13,Technology,Accessories,0.0,0.0
2014-02-13,Office Supplies,Envelopes,0.0,0.0
2014-02-13,Office Supplies,Appliances,0.0,0.0
2014-02-13,Furniture,Chairs,0.0,0.0
2014-02-13,Furniture,Furnishings,0.0,0.0
2014-02-13,Office Supplies,Storage,0.0,0.0
2014-02-13,Office Supplies,Labels,0.0,0.0
2014-02-13,Furniture,Bookcases,0.0,0.0
2014-02-13,Office Supplies,Art,0.0,0.0
2014-02-13,Office Supplies,Fasteners,0.0,0.0
2014-02-13,Office Supplies,Paper,0.0,0.0
2014-02-14,Office Supplies,Paper,16.176000000000002,3.0
2014-02-14,Furniture,Chairs,0.0,0.0
2014-02-14,Furniture,Tables,0.0,0.0
2014-02-14,Office Supplies,Labels,0.0,0.0
2014-02-14,Office Supplies,Storage,0.0,0.0
2014-02-14,Office Supplies,Supplies,238.62,2.0
2014-02-14,Technology,Accessories,239.96999999999997,3.0
2014-02-14,Office Supplies,Art,0.0,0.0
2014-02-14,Furniture,Bookcases,0.0,0.0
2014-02-14,Furniture,Furnishings,0.0,0.0
2014-02-14,Office Supplies,Appliances,81.96,2.0
2014-02-14,Technology,Phones,0.0,0.0
2014-02-14,Office Supplies,Envelopes,0.0,0.0
2014-02-14,Office Supplies,Binders,0.0,0.0
2014-02-14,Office Supplies,Fasteners,0.0,0.0
2014-02-15,Office Supplies,Binders,21.36,5.0
2014-02-15,Office Supplies,Fasteners,0.0,0.0
2014-02-15,Office Supplies,Art,0.0,0.0
2014-02-15,Office Supplies,Supplies,0.0,0.0
2014-02-15,Office Supplies,Labels,0.0,0.0
2014-02-15,Technology,Accessories,0.0,0.0
2014-02-15,Office Supplies,Envelopes,0.0,0.0
2014-02-15,Office Supplies,Appliances,0.0,0.0
2014-02-15,Furniture,Bookcases,0.0,0.0
2014-02-15,Office Supplies,Storage,0.0,0.0
2014-02-15,Furniture,Furnishings,0.0,0.0
2014-02-15,Furniture,Chairs,0.0,0.0
2014-02-15,Technology,Phones,0.0,0.0
2014-02-15,Office Supplies,Paper,0.0,0.0
2014-02-15,Furniture,Tables,0.0,0.0
2014-02-16,Office Supplies,Appliances,7.959999999999997,2.0
2014-02-16,Technology,Phones,0.0,0.0
