date,unit_sales_CA_1_HOUSEHOLD_1_HOUSEHOLD_1_416,unit_sales_CA_1_FOODS_2_FOODS_2_044,unit_sales_CA_1_FOODS_3_FOODS_3_030,unit_sales_CA_1_HOBBIES_1_HOBBIES_1_418,unit_sales_CA_1_FOODS_3_FOODS_3_185,unit_sales_CA_1_HOUSEHOLD_1_HOUSEHOLD_1_219,unit_sales_CA_1_FOODS_3_FOODS_3_393,sell_price_CA_1_HOUSEHOLD_1_HOUSEHOLD_1_416,sell_price_CA_1_FOODS_2_FOODS_2_044,sell_price_CA_1_FOODS_3_FOODS_3_030,sell_price_CA_1_HOBBIES_1_HOBBIES_1_418,sell_price_CA_1_FOODS_3_FOODS_3_185,sell_price_CA_1_HOUSEHOLD_1_HOUSEHOLD_1_219,sell_price_CA_1_FOODS_3_FOODS_3_393,year,month,week,weekday,yearmonth,event_name_1,event_name_2,snap_CA,CCI_USA
2013-03-01,1.0,2.0,7.0,2.0,0.0,0.0,6.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,9,Friday,201303,,,1,98.9069
2013-03-02,2.0,1.0,17.0,0.0,0.0,0.0,3.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,9,Saturday,201303,,,1,98.9069
2013-03-03,1.0,0.0,18.0,0.0,0.0,0.0,7.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,9,Sunday,201303,,,1,98.9069
2013-03-04,0.0,0.0,3.0,0.0,0.0,0.0,4.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,10,Monday,201303,,,1,98.9069
2013-03-05,2.0,1.0,4.0,0.0,0.0,0.0,2.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,10,Tuesday,201303,,,1,98.9069
2013-03-06,2.0,1.0,2.0,0.0,0.0,0.0,4.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,10,Wednesday,201303,,,1,98.9069
2013-03-07,0.0,1.0,7.0,0.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,10,Thursday,201303,,,1,98.9069
2013-03-08,0.0,4.0,3.0,0.0,0.0,0.0,3.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,10,Friday,201303,,,1,98.9069
2013-03-09,1.0,0.0,7.0,0.0,0.0,0.0,7.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,10,Saturday,201303,,,1,98.9069
2013-03-10,0.0,4.0,10.0,0.0,0.0,0.0,5.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,10,Sunday,201303,,,1,98.9069
2013-03-11,0.0,3.0,2.0,0.0,0.0,0.0,3.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,11,Monday,201303,,,0,98.9069
2013-03-12,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,11,Tuesday,201303,,,0,98.9069
2013-03-13,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,11,Wednesday,201303,,,0,98.9069
2013-03-14,0.0,1.0,8.0,0.0,0.0,0.0,2.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,11,Thursday,201303,,,0,98.9069
2013-03-15,1.0,1.0,4.0,0.0,0.0,0.0,5.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,11,Friday,201303,,,0,98.9069
2013-03-16,0.0,0.0,9.0,0.0,0.0,0.0,5.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,11,Saturday,201303,,,0,98.9069
2013-03-17,0.0,0.0,13.0,0.0,0.0,0.0,2.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,11,Sunday,201303,StPatricksDay,,0,98.9069
2013-03-18,0.0,1.0,4.0,0.0,0.0,0.0,2.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,12,Monday,201303,,,0,98.9069
2013-03-19,1.0,0.0,4.0,0.0,0.0,0.0,2.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,12,Tuesday,201303,,,0,98.9069
2013-03-20,2.0,2.0,6.0,0.0,0.0,0.0,2.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,12,Wednesday,201303,,,0,98.9069
2013-03-21,2.0,0.0,7.0,0.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,12,Thursday,201303,,,0,98.9069
2013-03-22,0.0,0.0,12.0,1.0,0.0,0.0,1.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,12,Friday,201303,,,0,98.9069
2013-03-23,1.0,0.0,8.0,1.0,0.0,0.0,6.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,12,Saturday,201303,,,0,98.9069
2013-03-24,1.0,0.0,10.0,1.0,0.0,0.0,3.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,12,Sunday,201303,,,0,98.9069
2013-03-25,1.0,2.0,2.0,0.0,0.0,0.0,4.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,13,Monday,201303,,,0,98.9069
2013-03-26,1.0,1.0,13.0,0.0,0.0,0.0,3.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,13,Tuesday,201303,,,0,98.9069
2013-03-27,1.0,0.0,4.0,0.0,0.0,0.0,1.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,13,Wednesday,201303,,,0,98.9069
2013-03-28,1.0,4.0,17.0,0.0,0.0,0.0,1.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,13,Thursday,201303,,,0,98.9069
2013-03-29,1.0,0.0,13.0,0.0,0.0,0.0,2.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,13,Friday,201303,,,0,98.9069
2013-03-30,0.0,0.0,23.0,0.0,0.0,0.0,2.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,13,Saturday,201303,,,0,98.9069
2013-03-31,0.0,0.0,11.0,0.0,0.0,0.0,6.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,3,13,Sunday,201303,Easter,,0,98.9069
2013-04-01,1.0,0.0,7.0,0.0,0.0,0.0,7.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,4,14,Monday,201304,,,1,99.13524
2013-04-02,3.0,0.0,16.0,0.0,0.0,0.0,6.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,4,14,Tuesday,201304,Pesach End,,1,99.13524
2013-04-03,1.0,4.0,5.0,0.0,0.0,0.0,5.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,4,14,Wednesday,201304,,,1,99.13524
2013-04-04,0.0,3.0,5.0,1.0,0.0,0.0,5.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,4,14,Thursday,201304,,,1,99.13524
2013-04-05,2.0,0.0,9.0,1.0,0.0,0.0,11.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,4,14,Friday,201304,,,1,99.13524
2013-04-06,0.0,2.0,6.0,1.0,0.0,0.0,6.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,4,14,Saturday,201304,,,1,99.13524
2013-04-07,0.0,0.0,11.0,2.0,0.0,0.0,16.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,4,14,Sunday,201304,,,1,99.13524
2013-04-08,2.0,0.0,3.0,0.0,0.0,0.0,7.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,4,15,Monday,201304,,,1,99.13524
2013-04-09,0.0,0.0,8.0,2.0,0.0,0.0,8.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,4,15,Tuesday,201304,,,1,99.13524
2013-04-10,1.0,0.0,24.0,0.0,0.0,0.0,6.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,4,15,Wednesday,201304,,,1,99.13524
2013-04-11,0.0,1.0,4.0,0.0,0.0,0.0,8.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,4,15,Thursday,201304,,,0,99.13524
2013-04-12,3.0,0.0,12.0,0.0,0.0,0.0,6.0,3.47,2.5,1.38,3.98,2.48,6.98,3.5,2013,4,15,Friday,201304,,,0,99.13524
2013-04-13,1.0,2.0,9.0,0.0,0.0,0.0,6.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,4,15,Saturday,201304,,,0,99.13524
2013-04-14,0.0,0.0,7.0,2.0,0.0,0.0,4.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,4,15,Sunday,201304,,,0,99.13524
2013-04-15,1.0,1.0,9.0,0.0,1.0,0.0,10.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,4,16,Monday,201304,,,0,99.13524
2013-04-16,2.0,2.0,3.0,0.0,0.0,0.0,5.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,4,16,Tuesday,201304,,,0,99.13524
2013-04-17,0.0,1.0,9.0,0.0,0.0,0.0,6.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,4,16,Wednesday,201304,,,0,99.13524
2013-04-18,0.0,0.0,2.0,0.0,0.0,0.0,5.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,4,16,Thursday,201304,,,0,99.13524
2013-04-19,1.0,2.0,6.0,0.0,2.0,0.0,9.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,4,16,Friday,201304,,,0,99.13524
2013-04-20,3.0,2.0,8.0,0.0,3.0,0.0,4.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,4,16,Saturday,201304,,,0,99.13524
2013-04-21,1.0,0.0,11.0,0.0,6.0,0.0,8.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,4,16,Sunday,201304,,,0,99.13524
2013-04-22,0.0,0.0,6.0,1.0,0.0,0.0,3.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,4,17,Monday,201304,,,0,99.13524
2013-04-23,1.0,0.0,5.0,0.0,1.0,0.0,1.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,4,17,Tuesday,201304,,,0,99.13524
2013-04-24,4.0,1.0,2.0,0.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,4,17,Wednesday,201304,,,0,99.13524
2013-04-25,1.0,3.0,10.0,0.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,4,17,Thursday,201304,,,0,99.13524
2013-04-26,2.0,4.0,5.0,0.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,4,17,Friday,201304,,,0,99.13524
2013-04-27,2.0,0.0,10.0,0.0,3.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,4,17,Saturday,201304,,,0,99.13524
2013-04-28,0.0,0.0,5.0,1.0,2.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,4,17,Sunday,201304,,,0,99.13524
2013-04-29,2.0,3.0,3.0,1.0,5.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,4,18,Monday,201304,,,0,99.13524
2013-04-30,0.0,0.0,7.0,0.0,2.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,4,18,Tuesday,201304,,,0,99.13524
2013-05-01,1.0,3.0,7.0,0.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,18,Wednesday,201305,,,1,99.49946
2013-05-02,1.0,1.0,7.0,0.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,18,Thursday,201305,,,1,99.49946
2013-05-03,0.0,0.0,13.0,1.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,18,Friday,201305,,,1,99.49946
2013-05-04,2.0,0.0,17.0,0.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,18,Saturday,201305,,,1,99.49946
2013-05-05,2.0,2.0,5.0,0.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,18,Sunday,201305,OrthodoxEaster,Cinco De Mayo,1,99.49946
2013-05-06,2.0,0.0,8.0,0.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,19,Monday,201305,,,1,99.49946
2013-05-07,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,19,Tuesday,201305,,,1,99.49946
2013-05-08,0.0,0.0,7.0,1.0,0.0,0.0,3.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,19,Wednesday,201305,,,1,99.49946
2013-05-09,1.0,2.0,15.0,0.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,19,Thursday,201305,,,1,99.49946
2013-05-10,3.0,2.0,6.0,0.0,0.0,0.0,6.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,19,Friday,201305,,,1,99.49946
2013-05-11,1.0,1.0,12.0,2.0,0.0,0.0,3.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,19,Saturday,201305,,,0,99.49946
2013-05-12,2.0,3.0,5.0,0.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,19,Sunday,201305,Mother's day,,0,99.49946
2013-05-13,1.0,1.0,9.0,0.0,0.0,0.0,4.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,20,Monday,201305,,,0,99.49946
2013-05-14,0.0,2.0,6.0,2.0,0.0,0.0,2.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,20,Tuesday,201305,,,0,99.49946
2013-05-15,1.0,1.0,15.0,1.0,0.0,0.0,5.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,20,Wednesday,201305,,,0,99.49946
2013-05-16,2.0,2.0,5.0,0.0,0.0,0.0,4.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,20,Thursday,201305,,,0,99.49946
2013-05-17,0.0,1.0,11.0,0.0,0.0,0.0,9.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,20,Friday,201305,,,0,99.49946
2013-05-18,2.0,0.0,4.0,0.0,0.0,0.0,2.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,20,Saturday,201305,,,0,99.49946
2013-05-19,0.0,1.0,4.0,0.0,0.0,0.0,7.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,20,Sunday,201305,,,0,99.49946
2013-05-20,2.0,3.0,6.0,0.0,0.0,0.0,2.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,21,Monday,201305,,,0,99.49946
2013-05-21,0.0,0.0,10.0,0.0,0.0,0.0,6.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,21,Tuesday,201305,,,0,99.49946
2013-05-22,3.0,0.0,4.0,0.0,0.0,0.0,3.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,21,Wednesday,201305,,,0,99.49946
2013-05-23,0.0,1.0,5.0,5.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,21,Thursday,201305,,,0,99.49946
2013-05-24,0.0,2.0,11.0,0.0,0.0,0.0,6.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,21,Friday,201305,,,0,99.49946
2013-05-25,3.0,1.0,3.0,0.0,0.0,0.0,1.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,21,Saturday,201305,,,0,99.49946
2013-05-26,2.0,0.0,10.0,0.0,0.0,0.0,5.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,21,Sunday,201305,,,0,99.49946
2013-05-27,1.0,5.0,9.0,0.0,0.0,0.0,2.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,22,Monday,201305,MemorialDay,,0,99.49946
2013-05-28,1.0,1.0,6.0,0.0,0.0,0.0,5.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,22,Tuesday,201305,,,0,99.49946
2013-05-29,0.0,1.0,3.0,0.0,0.0,0.0,1.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,22,Wednesday,201305,,,0,99.49946
2013-05-30,2.0,3.0,6.0,0.0,0.0,0.0,4.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,22,Thursday,201305,,,0,99.49946
2013-05-31,0.0,4.0,9.0,0.0,0.0,0.0,4.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,5,22,Friday,201305,,,0,99.49946
2013-06-01,0.0,0.0,9.0,0.0,0.0,0.0,5.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,22,Saturday,201306,,,1,99.68776
2013-06-02,1.0,3.0,6.0,1.0,0.0,0.0,6.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,22,Sunday,201306,,,1,99.68776
2013-06-03,4.0,2.0,4.0,0.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,23,Monday,201306,,,1,99.68776
2013-06-04,3.0,0.0,7.0,0.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,23,Tuesday,201306,,,1,99.68776
2013-06-05,2.0,1.0,6.0,0.0,0.0,0.0,6.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,23,Wednesday,201306,,,1,99.68776
2013-06-06,0.0,2.0,5.0,0.0,0.0,0.0,5.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,23,Thursday,201306,NBAFinalsStart,,1,99.68776
2013-06-07,1.0,2.0,21.0,0.0,0.0,0.0,13.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,23,Friday,201306,,,1,99.68776
2013-06-08,2.0,0.0,12.0,2.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,23,Saturday,201306,,,1,99.68776
2013-06-09,0.0,2.0,16.0,0.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,23,Sunday,201306,,,1,99.68776
2013-06-10,0.0,2.0,15.0,0.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,24,Monday,201306,,,1,99.68776
2013-06-11,1.0,1.0,7.0,1.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,24,Tuesday,201306,,,0,99.68776
2013-06-12,1.0,0.0,5.0,0.0,0.0,0.0,10.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,24,Wednesday,201306,,,0,99.68776
2013-06-13,1.0,2.0,4.0,0.0,0.0,0.0,12.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,24,Thursday,201306,,,0,99.68776
2013-06-14,0.0,2.0,15.0,0.0,0.0,0.0,19.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,24,Friday,201306,,,0,99.68776
2013-06-15,3.0,0.0,10.0,2.0,0.0,0.0,9.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,24,Saturday,201306,,,0,99.68776
2013-06-16,3.0,0.0,14.0,0.0,0.0,0.0,9.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,24,Sunday,201306,Father's day,,0,99.68776
2013-06-17,2.0,1.0,4.0,0.0,0.0,0.0,7.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,25,Monday,201306,,,0,99.68776
2013-06-18,0.0,1.0,6.0,0.0,0.0,0.0,8.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,25,Tuesday,201306,,,0,99.68776
2013-06-19,0.0,0.0,3.0,0.0,0.0,0.0,5.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,25,Wednesday,201306,,,0,99.68776
2013-06-20,1.0,0.0,7.0,1.0,0.0,0.0,3.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,25,Thursday,201306,NBAFinalsEnd,,0,99.68776
2013-06-21,1.0,1.0,9.0,1.0,0.0,0.0,5.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,25,Friday,201306,,,0,99.68776
2013-06-22,3.0,1.0,13.0,0.0,0.0,0.0,4.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,25,Saturday,201306,,,0,99.68776
2013-06-23,2.0,4.0,11.0,0.0,0.0,0.0,14.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,25,Sunday,201306,,,0,99.68776
2013-06-24,4.0,1.0,10.0,0.0,0.0,0.0,8.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,26,Monday,201306,,,0,99.68776
2013-06-25,5.0,2.0,9.0,0.0,0.0,0.0,6.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,26,Tuesday,201306,,,0,99.68776
2013-06-26,2.0,0.0,4.0,0.0,0.0,0.0,5.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,26,Wednesday,201306,,,0,99.68776
2013-06-27,3.0,1.0,12.0,0.0,0.0,0.0,5.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,26,Thursday,201306,,,0,99.68776
2013-06-28,5.0,5.0,16.0,0.0,0.0,0.0,3.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,26,Friday,201306,,,0,99.68776
2013-06-29,2.0,1.0,10.0,0.0,0.0,0.0,6.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,26,Saturday,201306,,,0,99.68776
2013-06-30,1.0,0.0,8.0,0.0,0.0,0.0,6.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,6,26,Sunday,201306,,,0,99.68776
